fips,cases,deaths,cured
48017,864,19,845
48019,1446,28,1418
48021,9771,101,9670
48023,300,13,287
48025,3542,75,3467
48027,25033,446,24587
48029,227486,3628,223858
48031,776,21,755
48033,30,2,28
48035,1695,36,1659
48037,7698,225,7473
48039,38746,532,38214
48041,28014,263,27751
48043,938,17,921
48045,169,6,163
48047,858,36,822
48049,4361,140,4221
48051,2486,48,2438
48053,4908,67,4841
48055,5784,100,5684
48057,2474,25,2449
48059,1214,41,1173
48061,42255,1686,40569
48063,1326,44,1282
48065,603,14,589
48067,2144,84,2060
48069,1069,32,1037
48071,5249,57,5192
48073,4304,145,4159
48075,1384,17,1367
48077,1041,16,1025
48079,334,15,319
48081,469,13,456
48083,757,34,723
48085,92897,845,92052
48087,331,9,322
48089,1763,32,1731
48091,11320,325,10995
48093,1567,51,1516
48095,489,8,481
48097,3805,72,3733
48099,7360,88,7272
48101,190,7,183
48103,543,12,531
48105,595,15,580
48107,758,29,729
48109,367,11,356
48111,987,26,961
48113,306417,4122,302295
48115,1742,69,1673
48123,1993,61,1932
48117,2951,68,2883
48119,351,12,339
48121,77057,777,76280
48125,189,10,179
48127,2565,37,2528
48129,424,15,409
48131,1274,42,1232
48133,1368,50,1318
48135,17555,379,17176
48137,248,6,242
48141,136622,2739,133883
48139,23167,323,22844
48143,4253,70,4183
48145,2103,32,2071
48147,3475,109,3366
48149,2773,67,2706
48151,306,14,292
48153,900,30,870
48155,124,10,114
48157,70010,709,69301
48159,814,26,788
48161,1978,50,1928
48163,2881,52,2829
48165,1462,45,1417
48167,41070,444,40626
48169,559,22,537
48171,2591,52,2539
48173,104,2,102
48175,481,15,466
48177,2742,58,2684
48179,2542,57,2485
48181,11374,346,11028
48183,11464,360,11104
48185,3820,74,3746
48187,15599,222,15377
48189,6187,156,6031
48191,497,14,483
48193,794,27,767
48195,942,24,918
48197,387,12,375
48199,6093,115,5978
48201,403019,6583,396436
48203,5460,111,5349
48205,658,2,656
48207,460,27,433
48209,21220,261,20959
48211,586,3,583
48213,6060,194,5866
48215,91101,2907,88194
48217,4566,110,4456
48219,3130,104,3026
48221,6646,134,6512
48223,3423,114,3309
48225,1901,58,1843
48227,4703,102,4601
48229,541,12,529
48231,6253,179,6074
48233,2423,72,2351
48235,129,1,128
48237,588,16,572
48239,1867,31,1836
48241,2544,93,2451
48243,194,5,189
48245,20421,442,19979
48247,621,16,605
48249,4410,108,4302
48251,20158,376,19782
48253,2596,55,2541
48255,2345,37,2308
48257,16529,266,16263
48259,3346,72,3274
48261,39,2,37
48263,106,2,104
48265,4602,92,4510
48267,295,7,288
48269,11,0,11
48271,347,6,341
48273,2694,94,2600
48275,263,17,246
48283,999,30,969
48277,5959,157,5802
48279,2489,83,2406
48281,2218,33,2185
48285,2496,76,2420
48287,2237,39,2198
48289,1653,43,1610
48291,8175,196,7979
48293,2828,80,2748
48295,350,12,338
48297,1138,22,1116
48299,1708,53,1655
48301,2,0,2
48303,49516,798,48718
48305,627,24,603
48313,1987,30,1957
48315,617,33,584
48317,651,19,632
48319,422,6,416
48321,4280,114,4166
48323,10827,360,10467
48307,591,20,571
48309,27794,479,27315
48311,85,5,80
48325,4667,107,4560
48327,213,9,204
48329,17811,274,17537
48331,2583,49,2534
48333,659,21,638
48335,609,31,578
48337,2129,73,2056
48339,55571,602,54969
48341,2764,73,2691
48343,949,34,915
48345,118,8,110
48347,5165,173,4992
48349,5942,154,5788
48351,640,38,602
48353,1548,52,1496
48355,40096,841,39255
48357,1206,27,1179
48359,289,4,285
48361,8837,154,8683
48363,2948,76,2872
48365,1854,75,1779
48367,16235,189,16046
48369,1329,35,1294
48371,1692,35,1657
48373,3417,120,3297
48375,17676,460,17216
48377,820,25,795
48379,816,27,789
48381,17083,310,16773
48383,386,8,378
48385,310,13,297
48387,788,38,750
48389,2193,44,2149
48391,686,23,663
48393,63,1,62
48395,2229,47,2182
48397,11859,158,11701
48399,1308,40,1268
48401,4436,109,4327
48403,525,45,480
48405,587,32,555
48407,1461,39,1422
48409,4516,151,4365
48411,779,23,756
48413,243,6,237
48415,2429,62,2367
48417,276,5,271
48419,1925,71,1854
48421,235,12,223
48423,20732,487,20245
48425,1088,14,1074
48427,9564,304,9260
48429,803,25,778
48431,109,4,105
48433,157,6,151
48435,475,8,467
48437,892,18,874
48439,263503,3568,259935
48441,16030,415,15615
48443,74,2,72
48445,1702,57,1645
48447,73,5,68
48449,4103,84,4019
48451,16947,272,16675
48453,84706,1037,83669
48455,861,29,832
48457,1337,42,1295
48459,3525,77,3448
48461,375,10,365
48463,3643,73,3570
48465,7974,233,7741
48467,4467,122,4345
48469,9277,227,9050
48471,8729,133,8596
48473,4213,51,4162
48475,1217,24,1193
48477,4284,94,4190
48479,46808,844,45964
48481,4281,117,4164
48483,573,12,561
48485,15219,381,14838
48487,1933,55,1878
48489,3163,91,3072
48491,47141,483,46658
48493,4692,69,4623
48495,783,21,762
48497,7534,125,7409
48499,3512,129,3383
48501,877,28,849
48503,2192,45,2147
48505,1801,36,1765
48507,1883,41,1842
49001,804,7,797
49003,5687,55,5632
49005,16583,50,16533
49007,1757,17,1740
49009,57,0,57
49011,39835,181,39654
49013,1393,9,1384
49015,964,10,954
49017,470,10,460
49019,1063,4,1059
49021,6134,35,6099
49023,1336,12,1324
49025,714,6,708
49027,1484,14,1470
49029,1327,11,1316
49031,99,2,97
49033,159,0,159
49035,153773,916,152857
49037,1932,37,1895
49039,3918,23,3895
49041,2251,15,2236
49043,5646,14,5632
49045,7673,44,7629
49047,2944,25,2919
49049,98766,406,98360
49051,4737,22,4715
49053,21661,209,21452
49055,135,0,135
49057,30724,214,30510
50001,1066,8,1058
50003,2053,15,2038
50005,1082,7,1075
50007,7540,104,7436
50009,295,2,293
50011,2031,39,1992
50013,217,2,215
50015,888,3,885
50017,822,3,819
50019,1292,11,1281
50021,2288,20,2268
50023,1898,15,1883
50025,1397,14,1383
50027,1521,13,1508
78010,1469,10,1459
78020,251,1,250
78030,2138,19,2119
51001,2872,45,2827
51003,5826,85,5741
51510,11882,139,11743
51005,1380,50,1330
51007,926,36,890
51009,2984,40,2944
51011,1625,26,1599
51013,15301,258,15043
51015,5987,78,5909
51017,274,11,263
51019,6677,109,6568
51021,689,10,679
51023,2606,38,2568
51520,1587,37,1550
51025,1338,25,1313
51027,1532,45,1487
51029,2140,32,2108
51530,936,22,914
51031,4977,100,4877
51033,2698,40,2658
51035,2719,79,2640
51036,509,16,493
51037,871,21,850
51540,4037,57,3980
51550,21261,307,20954
51041,28284,452,27832
51043,1005,21,984
51570,1716,62,1654
51580,611,14,597
51045,325,6,319
51047,4722,67,4655
51049,517,10,507
51590,4498,141,4357
51051,981,18,963
51053,2154,46,2108
51595,680,42,638
51057,786,10,776
51059,77136,1115,76021
51600,572,20,552
51610,430,8,422
51061,4780,69,4711
51063,885,22,863
51065,1926,20,1906
51067,4109,81,4028
51620,1142,33,1109
51069,8109,102,8007
51630,2154,25,2129
51640,1174,53,1121
51071,1333,22,1311
51073,2278,49,2229
51075,1479,23,1456
51077,1513,38,1475
51079,1298,18,1280
51081,1582,26,1556
51083,2839,78,2761
51650,10731,182,10549
51085,8260,166,8094
51660,6533,95,6438
51087,25803,635,25168
51089,4673,124,4549
51091,110,1,109
51670,2703,79,2624
51093,3175,70,3105
51095,4674,72,4602
51099,1734,20,1714
51101,1250,14,1236
51097,413,9,404
51103,719,17,702
51105,2434,49,2385
51678,1207,33,1174
51107,28097,283,27814
51109,2023,34,1989
51111,790,15,775
51680,7483,147,7336
51113,613,14,599
51685,1221,11,1210
51683,4315,48,4267
51690,1629,79,1550
51115,604,12,592
51117,2355,66,2289
51119,575,20,555
51121,9428,98,9330
51125,892,13,879
51127,1522,19,1503
51700,14364,239,14125
51710,18051,271,17780
51131,809,36,773
51133,747,20,727
51720,289,7,282
51135,1926,49,1877
51137,2244,40,2204
51139,2129,59,2070
51141,1400,43,1357
51730,3953,87,3866
51143,5628,83,5545
51735,900,18,882
51740,9212,204,9008
51145,1925,17,1908
51147,2175,35,2140
51149,3624,32,3592
51153,45792,506,45286
51155,2723,62,2661
51750,2179,19,2160
51157,354,2,352
51159,1503,16,1487
51760,17139,272,16867
51161,8432,147,8285
51770,8612,198,8414
51163,1568,48,1520
51165,6880,112,6768
51167,2311,40,2271
51775,2218,50,2168
51169,1870,60,1810
51171,4303,134,4169
51173,2984,96,2888
51175,1988,57,1931
51177,10201,125,10076
51179,11537,82,11455
51790,2530,71,2459
51800,8005,192,7813
51181,424,9,415
51183,1203,22,1181
51185,3758,75,3683
51810,36431,416,36015
51187,3139,61,3078
51191,5022,111,4911
51820,2403,38,2365
51193,1311,27,1284
51830,769,13,756
51840,2944,49,2895
51195,3273,103,3170
51197,2737,81,2656
51199,3803,59,3744
53001,2262,24,2238
53003,1504,29,1475
53005,17869,229,17640
53007,7133,72,7061
53009,1444,12,1432
53011,25962,289,25673
53013,133,6,127
53015,6684,92,6592
53017,3788,23,3765
53019,399,8,391
53021,12855,116,12739
53023,132,5,127
53025,10782,133,10649
53027,4589,76,4513
53029,1872,29,1843
53031,449,4,445
53033,112567,1664,110903
53035,8845,117,8728
53037,3341,36,3305
53039,887,10,877
53041,5329,77,5252
53043,676,12,664
53045,2946,34,2912
53047,2798,43,2755
53049,1004,14,990
53051,829,9,820
53053,56971,645,56326
53055,186,0,186
53057,6047,76,5971
53059,390,1,389
53061,40231,604,39627
53063,47453,679,46774
53065,2392,32,2360
53067,11052,112,10940
53069,156,1,155
53071,5542,67,5475
53073,9908,103,9805
53075,4414,50,4364
53077,31787,451,31336
54001,1514,32,1482
54003,12838,132,12706
54005,2178,36,2142
54007,1015,4,1011
54009,2247,60,2187
54011,8885,178,8707
54013,389,1,388
54015,543,11,532
54017,644,6,638
54019,3554,80,3474
54021,886,7,879
54023,1315,28,1287
54025,2894,64,2830
54027,1925,36,1889
54029,2844,89,2755
54031,1581,24,1557
54033,6193,81,6112
54035,2255,61,2194
54037,4799,59,4740
54039,15496,356,15140
54041,1287,22,1265
54043,1606,24,1582
54045,3294,96,3198
54049,4653,52,4601
54051,3537,79,3458
54053,2062,37,2025
54047,1614,26,1588
54055,5181,122,5059
54057,2980,92,2888
54059,2761,43,2718
54061,9398,90,9308
54063,1223,17,1206
54065,1226,23,1203
54067,1905,22,1883
54069,4314,87,4227
54071,725,11,714
54073,958,12,946
54075,681,12,669
54077,2959,46,2913
54079,5330,93,5237
54081,7091,98,6993
54083,2854,15,2839
54085,760,11,749
54087,665,9,656
54089,865,22,843
54091,1280,24,1256
54093,547,10,537
54095,746,13,733
54097,1968,34,1934
54099,3179,44,3135
54101,544,8,536
54103,1390,32,1358
54105,457,4,453
54107,7948,176,7772
54109,2058,40,2018
55001,1969,20,1949
55003,1402,15,1387
55005,6064,85,5979
55007,1291,20,1271
55009,35700,302,35398
55011,1418,7,1411
55013,1590,25,1565
55015,6533,56,6477
55017,7713,97,7616
55019,3704,65,3639
55021,5924,71,5853
55023,1803,19,1784
55025,46789,338,46451
55027,12952,201,12751
55029,2852,31,2821
55031,5005,64,4941
55033,5126,33,5093
55035,11989,122,11867
55037,506,13,493
55039,13887,139,13748
55041,1047,26,1021
55043,5759,94,5665
55045,3659,25,3634
55047,2064,23,2041
55049,2150,14,2136
55051,706,40,666
55053,2721,29,2692
55055,9689,136,9553
55057,3350,31,3319
55059,18823,336,18487
55061,2729,36,2693
55063,13551,90,13461
55065,1728,10,1718
55067,2221,51,2170
55069,3288,96,3192
55071,8929,94,8835
55073,16430,227,16203
55075,4713,73,4640
55077,1609,28,1581
55078,813,11,802
55079,117852,1428,116424
55081,4753,46,4707
55083,5118,68,5050
55085,3825,78,3747
55087,23902,242,23660
55089,9297,104,9193
55091,891,7,884
55093,4996,43,4953
55095,4834,63,4771
55097,7441,74,7367
55099,1348,7,1341
55101,25347,398,24949
55103,1406,16,1390
55105,18385,209,18176
55107,1461,22,1439
55111,6254,57,6197
55113,1853,29,1824
55115,5342,85,5257
55117,14824,167,14657
55109,9840,69,9771
55119,2139,38,2101
55121,3669,48,3621
55123,2025,43,1982
55125,2439,45,2394
55127,12720,166,12554
55129,1595,24,1571
55131,16925,190,16735
55133,49226,633,48593
55135,6119,167,5952
55137,2587,38,2549
55139,21504,225,21279
55141,7720,106,7614
56001,4637,17,4620
56003,1204,35,1169
56005,5187,60,5127
56007,1630,24,1606
56009,1038,18,1020
56011,459,13,446
56013,5302,87,5215
56015,1244,24,1220
56017,373,3,370
56019,744,10,734
56021,10499,121,10378
56023,1428,14,1414
56025,8256,140,8116
56027,163,2,161
56029,2904,32,2872
56031,681,13,668
56033,3270,31,3239
56035,797,7,790
56037,4771,40,4731
56039,3801,11,3790
56041,2320,13,2307
56043,925,26,899
56045,657,6,651
